COD_MUERTE;SEXO;MES;Muertes;Código de la CIE-10 cuatro caracteres;Descripcion  de códigos mortalidad a cuatro caracteres
A403;Masculino;6;1;A403;Sepsis debida a Streptococcus pneumoniae
A403;Masculino;8;1;A403;Sepsis debida a Streptococcus pneumoniae
A403;Masculino;12;1;A403;Sepsis debida a Streptococcus pneumoniae
A403;Femenino;8;1;A403;Sepsis debida a Streptococcus pneumoniae
A409;Masculino;11;1;A409;Sepsis estreptococica, no especificada
A409;Femenino;11;1;A409;Sepsis estreptococica, no especificada
A410;Masculino;1;2;A410;Sepsis debida a Staphylococcus aureus
A410;Masculino;5;1;A410;Sepsis debida a Staphylococcus aureus
A410;Masculino;6;1;A410;Sepsis debida a Staphylococcus aureus
A410;Masculino;8;1;A410;Sepsis debida a Staphylococcus aureus
A410;Masculino;11;1;A410;Sepsis debida a Staphylococcus aureus
A410;Masculino;12;1;A410;Sepsis debida a Staphylococcus aureus
A410;Femenino;1;1;A410;Sepsis debida a Staphylococcus aureus
A410;Femenino;3;1;A410;Sepsis debida a Staphylococcus aureus
A410;Femenino;4;2;A410;Sepsis debida a Staphylococcus aureus
A410;Femenino;5;2;A410;Sepsis debida a Staphylococcus aureus
A412;Masculino;1;1;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;3;1;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;4;1;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;5;5;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;6;1;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;9;3;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;10;1;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;11;1;A412;Sepsis debida a estafilococo no especificado
A412;Masculino;12;1;A412;Sepsis debida a estafilococo no especificado
A412;Femenino;1;2;A412;Sepsis debida a estafilococo no especificado
A412;Femenino;2;1;A412;Sepsis debida a estafilococo no especificado
A412;Femenino;4;2;A412;Sepsis debida a estafilococo no especificado
A412;Femenino;5;2;A412;Sepsis debida a estafilococo no especificado
A412;Femenino;10;3;A412;Sepsis debida a estafilococo no especificado
A412;Femenino;11;1;A412;Sepsis debida a estafilococo no especificado
A413;Masculino;1;1;A413;Sepsis debida a Haemophilus influenzae
A415;Masculino;1;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;2;4;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;3;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;4;1;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;5;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;6;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;7;3;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;8;3;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;9;3;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;10;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;11;5;A415;Sepsis debida a otros organismos gramnegativos
A415;Masculino;12;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;1;4;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;2;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;3;1;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;4;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;5;1;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;6;2;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;8;3;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;9;1;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;10;3;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;11;4;A415;Sepsis debida a otros organismos gramnegativos
A415;Femenino;12;1;A415;Sepsis debida a otros organismos gramnegativos
A418;Masculino;6;1;A418;Otras sepsis especificadas
A418;Masculino;8;1;A418;Otras sepsis especificadas
A418;Masculino;9;1;A418;Otras sepsis especificadas
A418;Masculino;10;1;A418;Otras sepsis especificadas
A418;Masculino;12;1;A418;Otras sepsis especificadas
A418;Femenino;2;1;A418;Otras sepsis especificadas
A418;Femenino;3;1;A418;Otras sepsis especificadas
A418;Femenino;6;3;A418;Otras sepsis especificadas
A418;Femenino;8;1;A418;Otras sepsis especificadas
A418;Femenino;10;1;A418;Otras sepsis especificadas
A418;Femenino;11;1;A418;Otras sepsis especificadas
A418;Femenino;12;1;A418;Otras sepsis especificadas
A419;Masculino;1;34;A419;Sepsis, no especificada
A419;Masculino;2;31;A419;Sepsis, no especificada
A419;Masculino;3;21;A419;Sepsis, no especificada
A419;Masculino;4;37;A419;Sepsis, no especificada
A419;Masculino;5;18;A419;Sepsis, no especificada
A419;Masculino;6;37;A419;Sepsis, no especificada
A419;Masculino;7;32;A419;Sepsis, no especificada
A419;Masculino;8;29;A419;Sepsis, no especificada
A419;Masculino;9;34;A419;Sepsis, no especificada
A419;Masculino;10;32;A419;Sepsis, no especificada
A419;Masculino;11;33;A419;Sepsis, no especificada
A419;Masculino;12;48;A419;Sepsis, no especificada
A419;Femenino;1;39;A419;Sepsis, no especificada
A419;Femenino;2;33;A419;Sepsis, no especificada
A419;Femenino;3;37;A419;Sepsis, no especificada
A419;Femenino;4;36;A419;Sepsis, no especificada
A419;Femenino;5;39;A419;Sepsis, no especificada
A419;Femenino;6;27;A419;Sepsis, no especificada
A419;Femenino;7;54;A419;Sepsis, no especificada
A419;Femenino;8;46;A419;Sepsis, no especificada
A419;Femenino;9;42;A419;Sepsis, no especificada
A419;Femenino;10;29;A419;Sepsis, no especificada
A419;Femenino;11;57;A419;Sepsis, no especificada
A419;Femenino;12;45;A419;Sepsis, no especificada
A420;Femenino;2;1;A420;Actinomicosis pulmonar
A430;Femenino;6;1;A430;Nocardiosis pulmonar
A46;Masculino;2;1;;
A46;Masculino;7;1;;
A46;Masculino;10;1;;
A46;Masculino;11;1;;
A46;Masculino;12;1;;
A46;Femenino;1;3;;
A46;Femenino;2;3;;
A46;Femenino;3;1;;
A46;Femenino;5;1;;
A46;Femenino;6;1;;
A46;Femenino;8;1;;
A46;Femenino;10;1;;
A46;Femenino;11;1;;
A46;Femenino;12;4;;
A480;Femenino;3;1;A480;Gangrena gaseosa
A483;Masculino;4;3;A483;Sindrome del choque toxico
A483;Masculino;5;1;A483;Sindrome del choque toxico
A483;Femenino;5;1;A483;Sindrome del choque toxico
A483;Femenino;7;1;A483;Sindrome del choque toxico
A490;Masculino;3;1;A490;Infeccion estafilococica, sitio no especificado 
A490;Masculino;5;1;A490;Infeccion estafilococica, sitio no especificado 
A490;Masculino;8;2;A490;Infeccion estafilococica, sitio no especificado 
A490;Masculino;12;3;A490;Infeccion estafilococica, sitio no especificado 
A490;Femenino;5;1;A490;Infeccion estafilococica, sitio no especificado 
A490;Femenino;7;1;A490;Infeccion estafilococica, sitio no especificado 
A490;Femenino;8;2;A490;Infeccion estafilococica, sitio no especificado 
A490;Femenino;9;1;A490;Infeccion estafilococica, sitio no especificado 
A490;Femenino;10;2;A490;Infeccion estafilococica, sitio no especificado 
A490;Femenino;11;2;A490;Infeccion estafilococica, sitio no especificado 
A490;Femenino;12;1;A490;Infeccion estafilococica, sitio no especificado 
A491;Femenino;1;1;A491;Infeccion estreptococica, sitio no especificado 
A492;Femenino;1;1;A492;Infeccion por Haemophilus influenzae, sitio no especificado
A498;Masculino;1;2;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;2;1;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;3;2;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;4;2;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;5;2;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;6;3;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;7;6;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;8;3;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;9;5;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;10;3;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;11;1;A498;Otras infecciones bacterianas de sitio no especificado
A498;Masculino;12;5;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;1;1;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;3;1;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;4;1;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;5;4;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;7;4;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;8;5;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;9;1;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;10;5;A498;Otras infecciones bacterianas de sitio no especificado
A498;Femenino;12;3;A498;Otras infecciones bacterianas de sitio no especificado
A499;Masculino;1;5;A499;Infeccion bacteriana, no especificada
A499;Masculino;2;3;A499;Infeccion bacteriana, no especificada
A499;Masculino;3;9;A499;Infeccion bacteriana, no especificada
A499;Masculino;4;3;A499;Infeccion bacteriana, no especificada
A499;Masculino;5;4;A499;Infeccion bacteriana, no especificada
A499;Masculino;6;1;A499;Infeccion bacteriana, no especificada
A499;Masculino;7;7;A499;Infeccion bacteriana, no especificada
A499;Masculino;8;4;A499;Infeccion bacteriana, no especificada
A499;Masculino;9;4;A499;Infeccion bacteriana, no especificada
A499;Masculino;10;3;A499;Infeccion bacteriana, no especificada
A499;Masculino;11;3;A499;Infeccion bacteriana, no especificada
A499;Masculino;12;3;A499;Infeccion bacteriana, no especificada
A499;Femenino;1;5;A499;Infeccion bacteriana, no especificada
A499;Femenino;2;8;A499;Infeccion bacteriana, no especificada
A499;Femenino;3;6;A499;Infeccion bacteriana, no especificada
A499;Femenino;4;2;A499;Infeccion bacteriana, no especificada
A499;Femenino;5;2;A499;Infeccion bacteriana, no especificada
A499;Femenino;6;3;A499;Infeccion bacteriana, no especificada
A499;Femenino;7;4;A499;Infeccion bacteriana, no especificada
A499;Femenino;8;2;A499;Infeccion bacteriana, no especificada
A499;Femenino;9;2;A499;Infeccion bacteriana, no especificada
A499;Femenino;10;3;A499;Infeccion bacteriana, no especificada
A499;Femenino;11;2;A499;Infeccion bacteriana, no especificada
A499;Femenino;12;7;A499;Infeccion bacteriana, no especificada
A501;Masculino;12;1;A501;Sifilis congenita precoz, latente
A502;Masculino;1;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Masculino;2;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Masculino;3;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Masculino;7;2;A502;Sifilis congenita precoz, sin otra especificacion
A502;Masculino;8;2;A502;Sifilis congenita precoz, sin otra especificacion
A502;Masculino;9;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Masculino;10;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Masculino;11;2;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;2;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;3;3;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;5;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;8;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;9;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;10;2;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;11;1;A502;Sifilis congenita precoz, sin otra especificacion
A502;Femenino;12;1;A502;Sifilis congenita precoz, sin otra especificacion
A509;Masculino;1;1;A509;Sifilis congenita, sin otra especificacion
A509;Masculino;2;1;A509;Sifilis congenita, sin otra especificacion
A509;Masculino;3;1;A509;Sifilis congenita, sin otra especificacion
A509;Masculino;7;1;A509;Sifilis congenita, sin otra especificacion
A509;Masculino;9;1;A509;Sifilis congenita, sin otra especificacion
A509;Femenino;1;1;A509;Sifilis congenita, sin otra especificacion
A509;Femenino;6;1;A509;Sifilis congenita, sin otra especificacion
A509;Femenino;9;1;A509;Sifilis congenita, sin otra especificacion
A514;Masculino;8;1;A514;Otras sifilis secundarias
A521;Masculino;9;1;A521;Neurosifilis sintomatica
A521;Masculino;10;1;A521;Neurosifilis sintomatica
A523;Masculino;4;1;A523;Neurosifilis no especificada
A523;Masculino;5;1;A523;Neurosifilis no especificada
A523;Masculino;7;3;A523;Neurosifilis no especificada
A523;Masculino;8;2;A523;Neurosifilis no especificada
A523;Masculino;12;2;A523;Neurosifilis no especificada
A523;Femenino;2;1;A523;Neurosifilis no especificada
A523;Femenino;5;1;A523;Neurosifilis no especificada
A523;Femenino;7;1;A523;Neurosifilis no especificada
A523;Femenino;11;1;A523;Neurosifilis no especificada
A523;Femenino;12;1;A523;Neurosifilis no especificada
A529;Masculino;9;1;A529;Sifilis tardia, no especificada
A539;Masculino;8;1;A539;Sifilis, no especificada
A539;Masculino;10;1;A539;Sifilis, no especificada
A539;Femenino;2;1;A539;Sifilis, no especificada
A540;Masculino;7;1;A540;Infeccion gonococica del tracto genitourinario inferior sin absceso periuretral y de glandula accesoria
A542;Masculino;11;1;A542;Pelviperitonitis gonococica y otras infecciones gonococicas genitourinarias
A55;Masculino;11;1;;
A561;Femenino;10;1;A561;Infeccion del pelviperitoneo y otros organos genitourinarios debida a clamidias
A810;Masculino;4;2;A810;Enfermedad de Creutzfeldt-Jakob
A810;Masculino;5;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Masculino;6;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Masculino;7;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Masculino;9;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Masculino;12;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Femenino;5;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Femenino;7;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Femenino;8;1;A810;Enfermedad de Creutzfeldt-Jakob
A810;Femenino;9;1;A810;Enfermedad de Creutzfeldt-Jakob
A812;Masculino;12;1;A812;Leucoencefalopatia multifocal progresiva
A819;Femenino;2;1;A819;Infecciones del sistema nervioso central por virus atipico, sin otra especificacion
A86;Masculino;1;3;;
A86;Masculino;2;1;;
A86;Masculino;3;2;;
A86;Masculino;4;1;;
A86;Masculino;5;2;;
A86;Masculino;6;3;;
A86;Masculino;7;2;;
A86;Masculino;8;3;;
A86;Masculino;9;3;;
A86;Masculino;10;5;;
A86;Masculino;11;4;;
A86;Femenino;1;4;;
A86;Femenino;2;3;;
A86;Femenino;3;2;;
A86;Femenino;4;2;;
A86;Femenino;5;2;;
A86;Femenino;6;1;;
A86;Femenino;7;1;;
A86;Femenino;8;1;;
A86;Femenino;9;1;;
A86;Femenino;10;5;;
A86;Femenino;11;2;;
A86;Femenino;12;2;;
A872;Masculino;10;1;A872;Coriomeningitis linfocitica
A872;Femenino;1;1;A872;Coriomeningitis linfocitica
A872;Femenino;9;1;A872;Coriomeningitis linfocitica
A878;Masculino;8;1;A878;Otras meningitis virales
A879;Masculino;3;1;A879;Meningitis viral, sin otra especificacion
A879;Masculino;6;1;A879;Meningitis viral, sin otra especificacion
A879;Masculino;8;1;A879;Meningitis viral, sin otra especificacion
A879;Masculino;9;1;A879;Meningitis viral, sin otra especificacion
A879;Masculino;10;1;A879;Meningitis viral, sin otra especificacion
A879;Masculino;12;1;A879;Meningitis viral, sin otra especificacion
A879;Femenino;1;2;A879;Meningitis viral, sin otra especificacion
A879;Femenino;2;1;A879;Meningitis viral, sin otra especificacion
A879;Femenino;5;2;A879;Meningitis viral, sin otra especificacion
A879;Femenino;8;1;A879;Meningitis viral, sin otra especificacion
A925;Femenino;3;1;A925;Enfermedad por virus Zika
A938;Masculino;7;1;A938;Otras fiebres virales especificadas transmitidas por artropodos
A94;Femenino;2;1;;
A94;Femenino;4;1;;
A94;Femenino;7;1;;
A970;Masculino;2;2;A970;Dengue sin signos de alarma
A970;Masculino;3;2;A970;Dengue sin signos de alarma
A970;Masculino;4;1;A970;Dengue sin signos de alarma
A970;Masculino;5;1;A970;Dengue sin signos de alarma
A970;Masculino;6;3;A970;Dengue sin signos de alarma
A970;Masculino;7;2;A970;Dengue sin signos de alarma
A970;Masculino;10;1;A970;Dengue sin signos de alarma
A970;Masculino;12;2;A970;Dengue sin signos de alarma
A970;Femenino;1;2;A970;Dengue sin signos de alarma
A970;Femenino;3;1;A970;Dengue sin signos de alarma
A970;Femenino;4;1;A970;Dengue sin signos de alarma
A970;Femenino;5;1;A970;Dengue sin signos de alarma
A970;Femenino;6;1;A970;Dengue sin signos de alarma
A970;Femenino;8;1;A970;Dengue sin signos de alarma
A970;Femenino;9;2;A970;Dengue sin signos de alarma
A970;Femenino;10;1;A970;Dengue sin signos de alarma
A970;Femenino;11;1;A970;Dengue sin signos de alarma
A970;Femenino;12;2;A970;Dengue sin signos de alarma
A971;Masculino;8;1;A971;Dengue con signos de alarma
A971;Masculino;9;1;A971;Dengue con signos de alarma
A971;Masculino;10;1;A971;Dengue con signos de alarma
